"","value_var","var","value_food_safety","prob","sum","weight"
"79","sec_school_compl","head_house_educa","safety",0.542757417102967,0.965613926728094,0.562085324247608
"34","PATAGONIA","region","safety",0.058173356602676,0.105934881425371,0.549142603644277
"61","full_employment","head_house_empl","safety",0.471495055264689,0.859618788800656,0.548493194201258
"56","Hogar multipersonal no familiar","home_type1","some_unsafety",0.0121580547112462,0.0226292588997279,0.537271448663854
"7","Ciudad de Buenos Aires","urban_aglom4","safety",0.081151832460733,0.160163357283428,0.506681639528355
"72","unemployed","head_house_empl","unsafety",0.354166666666667,0.726428407871262,0.487545176963168
"40","Sin niños","minors_in_home","safety",0.457242582897033,0.95086277033371,0.480871264668993
"55","Hogar multipersonal no familiar","home_type1","safety",0.0104712041884817,0.0226292588997279,0.462728551336146
"54","Hogar familiar nuclear incompleto","home_type1","unsafety",0.177083333333333,0.388570891484588,0.455729796580394
"58","Hogar unipersonal","home_type1","safety",0.0642815590459569,0.14199495823542,0.452703108932795
"93","Tenencia informal","housing_tenure","unsafety",0.322916666666667,0.723334135648244,0.446428076254513
"84","sec_school_incompl","head_house_educa","unsafety",0.838541666666667,2.03438607327191,0.412184136375864
"85","Inquilino","housing_tenure","safety",0.170157068062827,0.415882751953405,0.409146730090628
"92","Tenencia informal","housing_tenure","some_unsafety",0.29483282674772,0.723334135648244,0.407602534178059
"75","Mujer","head_house_sex","unsafety",0.354166666666667,0.872923595749985,0.405724703045035
"30","NOA","region","unsafety",0.208333333333333,0.516576975374458,0.403295817012201
"45","Hogar familiar compuesto","home_type1","unsafety",0.0260416666666667,0.0646394235444726,0.402875911304341
"35","PATAGONIA","region","some_unsafety",0.0425531914893617,0.105934881425371,0.401691972623197
"48","Hogar familiar extendido","home_type1","unsafety",0.369791666666667,0.921401512639886,0.401336075091938
"26","NEA","region","some_unsafety",0.100303951367781,0.25088204909902,0.399805214155407
"17","Resto Urbano Interior","urban_aglom4","some_unsafety",0.29483282674772,0.742076863978669,0.397307665902646
"23","CUYO","region","some_unsafety",0.179331306990881,0.452700635088613,0.396136636644609
"39","Con niños","minors_in_home","unsafety",0.807291666666667,2.04913722966629,0.393966619208874
"12","Conurbano Bonaerense","urban_aglom4","unsafety",0.296875,0.755466709677819,0.392969003394746
"88","Propietario","housing_tenure","safety",0.724258289703316,1.86078311239835,0.389222303705145
"71","unemployed","head_house_empl","some_unsafety",0.282674772036474,0.726428407871262,0.389129567309777
"49","Hogar familiar nuclear completo","home_type1","safety",0.564281559045957,1.46076395519591,0.386292088491655
"86","Inquilino","housing_tenure","some_unsafety",0.151975683890578,0.415882751953405,0.365429158042132
"68","precarious_employm","head_house_empl","some_unsafety",0.279635258358663,0.767191613797871,0.364492068642889
"6","Gran Buenos aires","urban_aglom2","unsafety",0.333333333333333,0.915630066961247,0.364048042283698
"21","AMBA","region","unsafety",0.333333333333333,0.915630066961247,0.364048042283698
"59","Hogar unipersonal","home_type1","some_unsafety",0.0516717325227964,0.14199495823542,0.363898360652548
"83","sec_school_incompl","head_house_educa","some_unsafety",0.738601823708207,2.03438607327191,0.363058828121209
"15","Otras Áreas Metropolitanas","urban_aglom4","unsafety",0.479166666666667,1.34229306906008,0.356976190752586
"76","Varón","head_house_sex","safety",0.754799301919721,2.12707640425001,0.354852933543708
"66","inactive","head_house_empl","unsafety",0.229166666666667,0.64676118953021,0.354329651154744
"16","Resto Urbano Interior","urban_aglom4","safety",0.259744037230948,0.742076863978669,0.350023090382204
"31","PAMPEANA","region","safety",0.263816172193136,0.758275392051292,0.347916040740104
"2","Ciudades del Interior (con Rosario)","urban_aglom2","some_unsafety",0.723404255319149,2.08436993303875,0.347061355977494
"69","precarious_employm","head_house_empl","unsafety",0.265625,0.767191613797871,0.346230322676576
"33","PAMPEANA","region","unsafety",0.260416666666667,0.758275392051292,0.343432833765297
"77","Varón","head_house_sex","some_unsafety",0.726443768996961,2.12707640425001,0.341522179243532
"38","Con niños","minors_in_home","some_unsafety",0.699088145896657,2.04913722966629,0.341162190494438
"22","CUYO","region","safety",0.153577661431065,0.452700635088613,0.339247726924445
"50","Hogar familiar nuclear completo","home_type1","some_unsafety",0.495440729483283,1.46076395519591,0.339165494685853
"64","inactive","head_house_empl","safety",0.216986620127981,0.64676118953021,0.335497280357213
"4","Gran Buenos aires","urban_aglom2","safety",0.305700988947062,0.915630066961247,0.333869539651105
"19","AMBA","region","safety",0.305700988947062,0.915630066961247,0.333869539651105
"47","Hogar familiar extendido","home_type1","some_unsafety",0.306990881458967,0.921401512639886,0.33317818263551
"1","Ciudades del Interior (con Rosario)","urban_aglom2","safety",0.694299011052938,2.08436993303875,0.33309778655305
"13","Otras Áreas Metropolitanas","urban_aglom4","safety",0.43455497382199,1.34229306906008,0.323740756648828
"29","NOA","region","some_unsafety",0.167173252279635,0.516576975374458,0.323617312131371
"3","Ciudades del Interior (con Rosario)","urban_aglom2","unsafety",0.666666666666667,2.08436993303875,0.319840857469456
"14","Otras Áreas Metropolitanas","urban_aglom4","some_unsafety",0.428571428571429,1.34229306906008,0.319283052598586
"41","Sin niños","minors_in_home","some_unsafety",0.300911854103343,0.95086277033371,0.31646191594791
"43","Hogar familiar compuesto","home_type1","safety",0.0203606748109366,0.0646394235444726,0.314988496098333
"90","Propietario","housing_tenure","unsafety",0.583333333333333,1.86078311239835,0.313488084369746
"74","Mujer","head_house_sex","some_unsafety",0.273556231003039,0.872923595749985,0.313379352253629
"65","inactive","head_house_empl","some_unsafety",0.200607902735562,0.64676118953021,0.310173068488043
"11","Conurbano Bonaerense","urban_aglom4","some_unsafety",0.234042553191489,0.755466709677819,0.309798632015567
"25","NEA","region","safety",0.0776614310645724,0.25088204909902,0.309553558508765
"32","PAMPEANA","region","some_unsafety",0.234042553191489,0.758275392051292,0.308651125494599
"78","Varón","head_house_sex","unsafety",0.645833333333333,2.12707640425001,0.30362488721276
"5","Gran Buenos aires","urban_aglom2","some_unsafety",0.276595744680851,0.915630066961247,0.302082418065196
"20","AMBA","region","some_unsafety",0.276595744680851,0.915630066961247,0.302082418065196
"89","Propietario","housing_tenure","some_unsafety",0.553191489361702,1.86078311239835,0.297289611925109
"53","Hogar familiar nuclear incompleto","home_type1","some_unsafety",0.115501519756839,0.388570891484588,0.297246969055118
"10","Conurbano Bonaerense","urban_aglom4","safety",0.224549156486329,0.755466709677819,0.297232364589688
"27","NEA","region","unsafety",0.0729166666666667,0.25088204909902,0.290641227335828
"67","precarious_employm","head_house_empl","safety",0.221931355439209,0.767191613797871,0.289277608680535
"44","Hogar familiar compuesto","home_type1","some_unsafety",0.0182370820668693,0.0646394235444726,0.282135592597326
"73","Mujer","head_house_sex","safety",0.245200698080279,0.872923595749985,0.280895944701336
"62","full_employment","head_house_empl","some_unsafety",0.237082066869301,0.859618788800656,0.275799075076149
"51","Hogar familiar nuclear completo","home_type1","unsafety",0.401041666666667,1.46076395519591,0.274542416822492
"28","NOA","region","safety",0.141070389761489,0.516576975374458,0.273086870856429
"80","sec_school_compl","head_house_educa","some_unsafety",0.261398176291793,0.965613926728094,0.270706717308356
"8","Ciudad de Buenos Aires","urban_aglom4","some_unsafety",0.0425531914893617,0.160163357283428,0.265686185723859
"46","Hogar familiar extendido","home_type1","safety",0.244618964514252,0.921401512639886,0.265485742272552
"37","Con niños","minors_in_home","safety",0.542757417102967,2.04913722966629,0.264871190296687
"24","CUYO","region","unsafety",0.119791666666667,0.452700635088613,0.264615636430946
"18","Resto Urbano Interior","urban_aglom4","unsafety",0.1875,0.742076863978669,0.252669243715149
"52","Hogar familiar nuclear incompleto","home_type1","safety",0.0959860383944154,0.388570891484588,0.247023234364488
"9","Ciudad de Buenos Aires","urban_aglom4","unsafety",0.0364583333333333,0.160163357283428,0.227632174747786
"87","Inquilino","housing_tenure","unsafety",0.09375,0.415882751953405,0.22542411186724
"82","sec_school_incompl","head_house_educa","safety",0.457242582897033,2.03438607327191,0.224757035502927
"42","Sin niños","minors_in_home","unsafety",0.192708333333333,0.95086277033371,0.202666819383097
"60","Hogar unipersonal","home_type1","unsafety",0.0260416666666667,0.14199495823542,0.183398530414657
"63","full_employment","head_house_empl","unsafety",0.151041666666667,0.859618788800656,0.175707730722592
"81","sec_school_compl","head_house_educa","unsafety",0.161458333333333,0.965613926728094,0.167207958444036
"91","Tenencia informal","housing_tenure","safety",0.105584642233857,0.723334135648244,0.145969389567427
"70","unemployed","head_house_empl","safety",0.089586969168121,0.726428407871262,0.123325255727055
"36","PATAGONIA","region","unsafety",0.00520833333333333,0.105934881425371,0.0491654237325267
"57","Hogar multipersonal no familiar","home_type1","unsafety",0,0.0226292588997279,0
